지점명,주소,주소1,주소2,주소3
창원소답,경상남도 창원시 의창구 읍성로 79번길2 102~104호 (소답동),경상남도,창원시,의창구 읍성로 79번길2 102~104호 (소답동)
용산역사ST,서울특별시 용산구 한강대로23길 55,서울특별시,용산구,한강대로23길 55
홈플러스김해,경상남도 김해시 김해대로 2078,경상남도,김해시,김해대로 2078
부산범어사역,부산광역시 금정구 중앙대로 2103,부산광역시,금정구,중앙대로 2103
롯데마트삼양,서울특별시 강북구 삼양로 247,서울특별시,강북구,삼양로 247
길음뉴타운점,서울특별시 성북구 길음로7길 6,서울특별시,성북구,길음로7길 6
롯데마트제천,충청북도 제천시 용두대로 111 롯데마트제천점 내,충청북도,제천시,용두대로 111 롯데마트제천점 내
역곡역,경기도 부천시 원미구 부일로 727,경기도,부천시,원미구 부일로 727
수영로타리,부산광역시 수영구 광안동 50-13,부산광역시,수영구,광안동 50-13
구리토평,경기도 구리시 체육관로26,경기도,구리시,체육관로26
용인신봉,경기도 용인시 수지구 수지로 217,경기도,용인시,수지구 수지로 217
대전시청,대전광역시 서구 문정로 70 제이엔에스빌딩 1층,대전광역시,서구,문정로 70 제이엔에스빌딩 1층
홈플러스밀양,경상남도 밀양시 점필재로 45 (내이동),경상남도,밀양시,점필재로 45 (내이동)
문산,경기도 파주시 문산읍 문향로 70,경기도,파주시,문산읍 문향로 70
광주양산,광주광역시 북구 임방울대로 1068  (용두동),광주광역시,북구,임방울대로 1068  (용두동)
이수역,"서울특별시 동작구 동작대로 129, 지상1층",서울특별시,동작구,"동작대로 129, 지상1층"
단양,충청북도 단양군 단양읍 삼봉로 315,충청북도,단양군,단양읍 삼봉로 315
청주터미널,충청북도 청주시 흥덕구 가경동 1449번지 터미날타워 10호동,충청북도,청주시,흥덕구 가경동 1449번지 터미날타워 10호동
함양,경상남도 함양군 함양읍 고운로 52,경상남도,함양군,함양읍 고운로 52
삼호한마음,전라남도 영암군 삼호읍 신항로 63-2,전라남도,영암군,삼호읍 신항로 63-2
시흥능곡,"경기도 시흥시 장현능곡로 198 (능곡동,126,127호)",경기도,시흥시,"장현능곡로 198 (능곡동,126,127호)"
군산산북,전라북도 군산시 공단대로 566,전라북도,군산시,공단대로 566
목포석현,전라남도 목포시 영산로 559,전라남도,목포시,영산로 559
천안목천,충청남도 천안시 동남구 목천읍 충절로 895,충청남도,천안시,동남구 목천읍 충절로 895
파주운정,경기도 파주시 미래로 622,경기도,파주시,미래로 622
충남대,대전광역시 유성구 궁동로 18번길-6,대전광역시,유성구,궁동로 18번길-6
광주수완,광주광역시 광산구 임방울대로 338,광주광역시,광산구,임방울대로 338
광주두암,광주광역시 북구 갈마로 53,광주광역시,북구,갈마로 53
메가마트언양,울산광역시 울주군 삼남면 반구대로 612,울산광역시,울주군,삼남면 반구대로 612
평택송탄,경기도 평택시 서정동 814-7번지 덕수빌딩 1층,경기도,평택시,서정동 814-7번지 덕수빌딩 1층
화천,강원도 화천군 화천읍 중앙 16,강원도,화천군,화천읍 중앙 16
대구동성로,대구광역시 중구 동성로 39,대구광역시,중구,동성로 39
양주고읍,경기도 양주시 광사동 651번지 해동월드타워 1층 110호,경기도,양주시,광사동 651번지 해동월드타워 1층 110호
공릉역,서울특별시 노원구 동일로 192길 27,서울특별시,노원구,동일로 192길 27
가든파이브,서울특별시 송파구 충민로66,서울특별시,송파구,충민로66
진주산업대,경상남도 진주시 동진로 23(칠암동),경상남도,진주시,동진로 23(칠암동)
천안아산역사,충청남도 아산시 배방읍 희망로 100,충청남도,아산시,배방읍 희망로 100
여수여서,전라남도 여수시 여서로 164-1  (여서동),전라남도,여수시,여서로 164-1  (여서동)
홈플러스월곡,서울특별시 성북구 화랑로 76,서울특별시,성북구,화랑로 76
안성공도,경기도 안성시 공도읍 공도로 132,경기도,안성시,공도읍 공도로 132
창원상남,경상남도 창원시 성산구 단정로 7,경상남도,창원시,성산구 단정로 7
통영죽림,경상남도 통영시 광도면 죽림1로 17-51,경상남도,통영시,광도면 죽림1로 17-51
울산온양,울산광역시 을주군 온양읍 온양로 95,울산광역시,을주군,온양읍 온양로 95
익산모현,전라북도 익산시 고현로 90 (모현동1가),전라북도,익산시,고현로 90 (모현동1가)
대전배재,대전광역시 서구 배재로 176,대전광역시,서구,배재로 176
의왕오전,경기도 의왕시 모락로26,경기도,의왕시,모락로26
의정부신곡,경기도 의정부시 신곡1동 동일로 462,경기도,의정부시,신곡1동 동일로 462
부천오정,경기도 부천시 오정구 오정로249,경기도,부천시,오정구 오정로249
화성센트럴파크,경기도 화성시 동탄지성로 116,경기도,화성시,동탄지성로 116
안산한양대,경기도 안산시 상록구 광덕1로 379,경기도,안산시,상록구 광덕1로 379
부산반송,부산광역시 해운대구 아랫반송로 28-1,부산광역시,해운대구,아랫반송로 28-1
부산대,부산광역시 금정구 부산대학로 47,부산광역시,금정구,부산대학로 47
부산동래역,부산광역시 동래구 중앙대로 1319,부산광역시,동래구,중앙대로 1319
부산정관,부산광역시 기장군 정관면 정관로 560,부산광역시,기장군,정관면 정관로 560
남악,전라남도 무안군 대죽동로 40,전라남도,무안군,대죽동로 40
광주풍암,광주광역시 서구 풍암2로 10,광주광역시,서구,풍암2로 10
제주시청,제주특별자치도 제주시 중앙로 246-1,제주특별자치도,제주시,중앙로 246-1
신제주,"제주특별자치도 제주시 연북로 22, 101호",제주특별자치도,제주시,"연북로 22, 101호"
서귀포,제주특별자치도 서귀포시 중정로61번길 9(서귀포),제주특별자치도,서귀포시,중정로61번길 9(서귀포)
하나로마트울산,울산광역시 울주군 범서읍 장검길10,울산광역시,울주군,범서읍 장검길10
대구수성구청,대구광역시 수성구 달구벌대로 2472,대구광역시,수성구,달구벌대로 2472
김해율하,경상남도 김해시 장유동 율하3로 42,경상남도,김해시,장유동 율하3로 42
대구서부정류장,대구광역시 달서구 구마로 260,대구광역시,달서구,구마로 260
대구서재,대구광역시 달성군 다사읍 서재본길 4-1,대구광역시,달성군,다사읍 서재본길 4-1
진주금산,경상남도 진주시 금산면 금산순환로 4,경상남도,진주시,금산면 금산순환로 4
대구사월역,대구광역시 수성구 달구벌대로 3280,대구광역시,수성구,달구벌대로 3280
양산부산대,경상남도 양산시 물금읍 삽량로 36,경상남도,양산시,물금읍 삽량로 36
롯데마트통영,경상남도 통영시 무전대로 65,경상남도,통영시,무전대로 65
대구스파밸리,대구광역시 달성군 가창면 가창로 891,대구광역시,달성군,가창면 가창로 891
대구아양교,대구광역시 동구 아양로 240,대구광역시,동구,아양로 240
롯데김해아울렛,경상남도 김해시 신문동72-19,경상남도,김해시,신문동72-19
구미양포,경상북도 구미시 옥계북로 7,경상북도,구미시,옥계북로 7
장승포,경상남도 거제시 능포로 132-1,경상남도,거제시,능포로 132-1
홈플러스진해,경상남도 창원시 진해구 충장로 356,경상남도,창원시,진해구 충장로 356
영덕,경상북도 영덕군 영덕읍 남석길 74,경상북도,영덕군,영덕읍 남석길 74
칠곡석적,경상북도 칠곡군 석적읍 북중리3길 40,경상북도,칠곡군,석적읍 북중리3길 40
구미상모,경상북도 구미시 상사동로 64,경상북도,구미시,상사동로 64
홈플러스상인,대구광역시 달서구 월배로 183,대구광역시,달서구,월배로 183
울산구영,울산광역시 울주군 범서읍 점촌3길 10-10 1,울산광역시,울주군,범서읍 점촌3길 10-10 1
홈플러스울산북구,울산광역시 북구 신답로 26,울산광역시,북구,신답로 26
롯데마트장유,경상남도 김해시 장유면 번화1로 56번길 15,경상남도,김해시,장유면 번화1로 56번길 15
홈플러스내당,대구광역시 서구 달구벌대로 1821,대구광역시,서구,달구벌대로 1821
홈플러스마산양덕,경상남도 창원시 마산회원구 삼호로 56,경상남도,창원시,마산회원구 삼호로 56
롯데마트웅상,경상남도 양산시 삼호1길 34,경상남도,양산시,삼호1길 34
대구칠곡매천,대구광역시 북구 학정로 40,대구광역시,북구,학정로 40
김천EXP,경상북도 김천시 시청로 66,경상북도,김천시,시청로 66
청도,경상북도 청도군 청도읍 청화로 207,경상북도,청도군,청도읍 청화로 207
김해북부,경상남도 김해시 가야로 183,경상남도,김해시,가야로 183
예천,경상북도 예천군 예천읍 중앙로 27,경상북도,예천군,예천읍 중앙로 27
구미원평,경상북도 구미시 구미중앙로17길 9,경상북도,구미시,구미중앙로17길 9
구미도량,경상북도 구미시 송동로 65,경상북도,구미시,송동로 65
대구동서변,대구광역시 북구 호국로 219,대구광역시,북구,호국로 219
구미진평,경상북도 구미시 인동36길 5,경상북도,구미시,인동36길 5
양산중부,경상남도 양산시 양산역로 69,경상남도,양산시,양산역로 69
포항두호,경상북도 포항시 북구 두호로 26,경상북도,포항시,북구 두호로 26
대구칠곡구암,대구광역시 북구 학정로 440,대구광역시,북구,학정로 440
마산호계,경상남도 창원시 마산회원구 내서읍 호원로 220,경상남도,창원시,마산회원구 내서읍 호원로 220
대구퀸스로드,대구광역시 서구 평리로35길 18-8,대구광역시,서구,평리로35길 18-8
경남합천,경상남도 합천군 합천읍 동서로 85-1,경상남도,합천군,합천읍 동서로 85-1
경상대학,경상남도 진주시 진주대로 594(가좌동),경상남도,진주시,진주대로 594(가좌동)
울산화정,울산광역시 동구 대학길 65,울산광역시,동구,대학길 65
대구방촌,대구광역시 동구 화랑로 409,대구광역시,동구,화랑로 409
울산호계,울산광역시 북구 호계로 302,울산광역시,북구,호계로 302
대구다사,대구광역시 달성군 다사읍 달구벌대로 874 A동 107호,대구광역시,달성군,다사읍 달구벌대로 874 A동 107호
경주안강,경상북도 경주시 안강읍 비화원로 77,경상북도,경주시,안강읍 비화원로 77
대구나이스수성,대구광역시 수성구 수성로 227,대구광역시,수성구,수성로 227
대구논공,대구광역시 달성군 논공읍 논공로 741,대구광역시,달성군,논공읍 논공로 741
대구안지랑,대구광역시 남구 대명로 160-2,대구광역시,남구,대명로 160-2
경남창녕,경상남도 창녕군 창녕읍 명덕로 70,경상남도,창녕군,창녕읍 명덕로 70
김해진영,경상남도 김해시 진영읍 여래로 18,경상남도,김해시,진영읍 여래로 18
구미오태D/T,경상북도 구미시 금오대로 292,경상북도,구미시,금오대로 292
울산온산,울산광역시 울주군 온산읍 덕신리 270-8,울산광역시,울주군,온산읍 덕신리 270-8
울산태화,울산광역시 중구 태화로 174,울산광역시,중구,태화로 174
창원도계,경상남도 창원시 의창구 도계로 99,경상남도,창원시,의창구 도계로 99
포항흥해,경상북도 포항시 북구 흥해읍 흥해로 38,경상북도,포항시,북구 흥해읍 흥해로 38
안동옥동,경상북도 안동시 경북대로 418,경상북도,안동시,경북대로 418
삼천포벌리,경상남도 사천시 주공로 9,경상남도,사천시,주공로 9
울진D/I,경상북도 울진군 울진읍 읍내리 47,경상북도,울진군,울진읍 읍내리 47
홈플러스울산,울산광역시 중구 번영로 475,울산광역시,중구,번영로 475
양산덕계,경상남도 양산시 덕계로 78,경상남도,양산시,덕계로 78
궁전라벤더,대구광역시 동구 아양로 52,대구광역시,동구,아양로 52
창원팔용,경상남도 창원시 의창구 사화로80번길 1,경상남도,창원시,의창구 사화로80번길 1
울산범서,울산광역시 울주군 범서읍 천상길 29,울산광역시,울주군,범서읍 천상길 29
고성,경상남도 고성군 고성읍 동외로 178번길 3-19,경상남도,고성군,고성읍 동외로 178번길 3-19
구미동아,경상북도 구미시 송원동로 28,경상북도,구미시,송원동로 28
경산사동,경상북도 경산시 원효로32길 23,경상북도,경산시,원효로32길 23
창원대학,경상남도 창원시 의창구 퇴촌로 31-1,경상남도,창원시,의창구 퇴촌로 31-1
홈플러스거제,경상남도 거제시 장평로 12 홈플러스지하1층,경상남도,거제시,장평로 12 홈플러스지하1층
북비산,대구광역시 서구 달서로 182,대구광역시,서구,달서로 182
창원대방,경상남도 창원시 성산구 가양로124번길 13,경상남도,창원시,성산구 가양로124번길 13
대구신당,대구광역시 달서구 계대동문로 24-1,대구광역시,달서구,계대동문로 24-1
경주황성,경상북도 경주시 황성로 33,경상북도,경주시,황성로 33
포항양덕,경상북도 포항시 북구 천마로 68,경상북도,포항시,북구 천마로 68
진주상대,경상남도 진주시 동진로175,경상남도,진주시,동진로175
대구화원,대구광역시 달성군 화원읍 비슬로 2566-1,대구광역시,달성군,화원읍 비슬로 2566-1
거제옥포,경상남도 거제시 옥포로 177,경상남도,거제시,옥포로 177
대구평리,대구광역시 서구 국채보상로 246,대구광역시,서구,국채보상로 246
대구북부터미날,대구광역시 서구 서대구로 295-6,대구광역시,서구,서대구로 295-6
사천,경상남도 사천시 정동면 옥산로 46번지 청솔빌딩 1층,경상남도,사천시,정동면 옥산로 46번지 청솔빌딩 1층
남해,경상남도 남해군 남해읍 화전로 52-1,경상남도,남해군,남해읍 화전로 52-1
대구용산,대구광역시 달서구 평리로 50,대구광역시,달서구,평리로 50
포항오천,경상북도 포항시 남구 오천읍 정몽주로 675,경상북도,포항시,남구 오천읍 정몽주로 675
영대병원,대구광역시 남구 대명로 313,대구광역시,남구,대명로 313
점촌,경상북도 문경시 호서로 2,경상북도,문경시,호서로 2
팔달시장,대구광역시 북구 팔달로 145,대구광역시,북구,팔달로 145
북마산,경상남도 창원시 마산회원구 북성로 118,경상남도,창원시,마산회원구 북성로 118
김해어방,경상남도 김해시 인제로 190,경상남도,김해시,인제로 190
경북왜관,경상북도 칠곡군 왜관읍 중앙로 212,경상북도,칠곡군,왜관읍 중앙로 212
대구대곡,대구광역시 달서구 도원로 30,대구광역시,달서구,도원로 30
창원용호,경상남도 창원시 의창구 용지로153번길 7,경상남도,창원시,의창구 용지로153번길 7
하양,경상북도 경산시 하양읍 하양로 126,경상북도,경산시,하양읍 하양로 126
대구계명,대구광역시 남구 현충로 250,대구광역시,남구,현충로 250
구미인동,경상북도 구미시 인동중앙로 36-10,경상북도,구미시,인동중앙로 36-10
영천시장,경상북도 영천시 완산로 완산로 73,경상북도,영천시,완산로 완산로 73
구미형곡,경상북도 구미시 형곡동로 54,경상북도,구미시,형곡동로 54
통영,경상남도 통영시 중앙로 111,경상남도,통영시,중앙로 111
거창,경상남도 거창군 거창읍 아림로 20-1,경상남도,거창군,거창읍 아림로 20-1
언양,울산광역시 울주군 언양읍 읍성로 27,울산광역시,울주군,언양읍 읍성로 27
대구복현,대구광역시 북구 검단로 8,대구광역시,북구,검단로 8
대구지산,대구광역시 수성구 지범로 203,대구광역시,수성구,지범로 203
대구효목,대구광역시 수성구 화랑로 116,대구광역시,수성구,화랑로 116
대구봉덕,대구광역시 남구 봉덕로 90-1,대구광역시,남구,봉덕로 90-1
울산대학,울산광역시 남구 대학로 90-1,울산광역시,남구,대학로 90-1
김해부원,경상남도 김해시 가락로 13,경상남도,김해시,가락로 13
상주,경상북도 상주시 중앙로 185,경상북도,상주시,중앙로 185
대구만촌,대구광역시 수성구 청호로 498,대구광역시,수성구,청호로 498
양산,경상남도 양산시 삼일로 91,경상남도,양산시,삼일로 91
동대구,대구광역시 동구 동부로 30길 7(신세계백화점 맞은편),대구광역시,동구,동부로 30길 7(신세계백화점 맞은편)
대구신암,대구광역시 동구 신암로 102-1,대구광역시,동구,신암로 102-1
대구감삼,대구광역시 서구 달구벌대로 1669,대구광역시,서구,달구벌대로 1669
대구상인,대구광역시 달서구 상인서로 107,대구광역시,달서구,상인서로 107
마산창동,경상남도 창원시 마산합포구 창동거리길 28-1,경상남도,창원시,마산합포구 창동거리길 28-1
경산,경상북도 경산시 중앙로 83,경상북도,경산시,중앙로 83
영주,경상북도 영주시 번영로 156,경상북도,영주시,번영로 156
구미,경상북도 구미시 구미중앙로 100,경상북도,구미시,구미중앙로 100
화순,전라남도 화순군 화순읍 만연리 223,전라남도,화순군,화순읍 만연리 223
광주동림,광주광역시 광역시 서구 동천동626,광주광역시,광역시,서구 동천동626
목포,전라남도 목포시 영산로 59번길 30,전라남도,목포시,영산로 59번길 30
목포북항,전라남도 목포시 청호로 173,전라남도,목포시,청호로 173
롯데마트광주수완,광주광역시 광산구 장신로 98,광주광역시,광산구,장신로 98
광주학동,광주광역시 동구 남문로 682 (학동),광주광역시,동구,남문로 682 (학동)
전주동산,전라북도 전주시 덕진구 편운로 6,전라북도,전주시,덕진구 편운로 6
여수디오션리조트,전라남도 여수시 소호동 923 디오션호텔,전라남도,여수시,소호동 923 디오션호텔
홈플러스계림,광주광역시 동구 무등로 314,광주광역시,동구,무등로 314
롯데마트전주송천,전라북도 전주시 덕진구 송천중앙로 82  (송천동1가),전라북도,전주시,덕진구 송천중앙로 82  (송천동1가)
롯데마트전주,전라북도 전주시 완산구 우전로 240,전라북도,전주시,완산구 우전로 240
광주치평점,광주광역시 서구 상무중앙로 95,광주광역시,서구,상무중앙로 95
홈플러스목포B1,전라남도 목포시 영산로 313,전라남도,목포시,영산로 313
전주터미널,전라북도 전주시 덕진구 전북 전주시 덕진구 가리내로 21,전라북도,전주시,덕진구 전북 전주시 덕진구 가리내로 21
원광대,전라북도 익산시 동서로 19길 103-1 (신동),전라북도,익산시,동서로 19길 103-1 (신동)
순천풍덕,전라남도 순천시 팔마로 222,전라남도,순천시,팔마로 222
고창,전라북도 고창군 고창읍 중앙로 229,전라북도,고창군,고창읍 중앙로 229
롯데마트군산,전라북도 군산시 수송로 210-1,전라북도,군산시,수송로 210-1
광주문흥,광주광역시 북구 서하로 384,광주광역시,북구,서하로 384
홈플러스전주,전라북도 전주시 덕진구 백제대로 771  (우아동3가),전라북도,전주시,덕진구 백제대로 771  (우아동3가)
광주신창,광주광역시 광산구 신창로 116(신창동),광주광역시,광산구,신창로 116(신창동)
전주메가월드,전라북도 전주시 덕진구 동부대로 1229,전라북도,전주시,덕진구 동부대로 1229
롯데마트첨단,광주광역시 광산구 첨단 강변로99번길22(쌍암동),광주광역시,광산구,첨단 강변로99번길22(쌍암동)
광주송정,광주광역시 광산구 송정로 1번길88,광주광역시,광산구,송정로 1번길88
순천시청,전라남도 순천시 장명로22(장천동),전라남도,순천시,장명로22(장천동)
군산대학,전라북도 군산시 황룡로 3,전라북도,군산시,황룡로 3
여수신기,전라남도 여수시 선소로 84  (신기동),전라남도,여수시,선소로 84  (신기동)
광양,전라남도 광양시 광양읍 매천로835,전라남도,광양시,광양읍 매천로835
익산부송,전라북도 익산시 부송로66,전라북도,익산시,부송로66
광주진월,광주광역시 남구 서문대로 662,광주광역시,남구,서문대로 662
광주하남,광주광역시 광산구 월곡1동 538-2,광주광역시,광산구,월곡1동 538-2
킴스순천,전라남도 순천시 비봉2길 4-12,전라남도,순천시,비봉2길 4-12
광주용봉,광주광역시 북구 비엔날레로 112,광주광역시,북구,비엔날레로 112
전주아중,전라북도 전주시 덕진구 무삼지로 66,전라북도,전주시,덕진구 무삼지로 66
광주오치,광주광역시 광역시 북구 오치동 949-27,광주광역시,광역시,북구 오치동 949-27
광주금호,광주광역시 서구 금화로 89  (금호동),광주광역시,서구,금화로 89  (금호동)
군산나운,전라북도 군산시 하나운로 73,전라북도,군산시,하나운로 73
해남,전라남도 해남군 해남읍 중앙2로 해남읍 중앙2로 22,전라남도,해남군,해남읍 중앙2로 해남읍 중앙2로 22
광주운남,광주광역시 광산구 하남대로 282,광주광역시,광산구,하남대로 282
광양중동,전라남도 광양시 공영로62(중동),전라남도,광양시,공영로62(중동)
여천,전라남도 여수시 시청로 43 (학동),전라남도,여수시,시청로 43 (학동)
순천금당,전라남도 순천시 조례못등길25(조례동),전라남도,순천시,조례못등길25(조례동)
광주일곡,광주광역시 북구 설죽로 506-3  (일곡동),광주광역시,북구,설죽로 506-3  (일곡동)
나주,전라남도 나주시 나주로 186,전라남도,나주시,나주로 186
전주효자CGV,전라북도 전주시 완산구 용머리로 46,전라북도,전주시,완산구 용머리로 46
광주염주,광주광역시 서구 월드컵4강로 66(화정동),광주광역시,서구,월드컵4강로 66(화정동)
광주봉선,광주광역시 남구 봉선 중앙로82(봉선동),광주광역시,남구,봉선 중앙로82(봉선동)
전주서신,전라북도 전주시 완산구 당산로 112  (서신동),전라북도,전주시,완산구 당산로 112  (서신동)
광주충장,광주광역시 동구 충장로 77-7,광주광역시,동구,충장로 77-7
순천연향,전라남도 순천시 연향3로 43 롯데리아,전라남도,순천시,연향3로 43 롯데리아
김제,전라북도 김제시 화동길 6,전라북도,김제시,화동길 6
광주터미널,광주광역시 서구 무진대로 904,광주광역시,서구,무진대로 904
남원,전라북도 남원시 남문로 448,전라북도,남원시,남문로 448
정읍,전라북도 정읍시 조곡천 1길 55(수성동),전라북도,정읍시,조곡천 1길 55(수성동)
여수중앙,전라남도 여수시 통제영3길12,전라남도,여수시,통제영3길12
군산,전라북도 군산시 대학로 52,전라북도,군산시,대학로 52
순천,전라남도 순천시 중앙 6길 14,전라남도,순천시,중앙 6길 14
광주금남로,광주광역시 광역시 동구 서석로51,광주광역시,광역시,동구 서석로51
청주봉명,충청북도 청주시 흥덕구 백봉로227 이화빌딩 105호,충청북도,청주시,흥덕구 백봉로227 이화빌딩 105호
롯데마트서산,충청남도 서산시 충의로 27 롯데마트 2층,충청남도,서산시,충의로 27 롯데마트 2층
아산둔포,충청남도 아산시 둔포면 둔포 중앙로 148,충청남도,아산시,둔포면 둔포 중앙로 148
롯데마트당진,충청남도 당진시 정안로 20 롯데마트 1층,충청남도,당진시,정안로 20 롯데마트 1층
홈플러스오창,충청북도 청원군 오창읍 중심상업1로 8-11,충청북도,청원군,오창읍 중심상업1로 8-11
송악,충청남도 당진시 송악읍 신복운로 7길 4-4,충청남도,당진시,송악읍 신복운로 7길 4-4
홈플러스천안,충청남도 천안시 동남구 천안대로 574 홈플러스內,충청남도,천안시,동남구 천안대로 574 홈플러스內
충주터미널,충청북도 충주시 봉계1길 49 공용터미널1층,충청북도,충주시,봉계1길 49 공용터미널1층
홈플러스조치원,세종특별자치시 조치원읍 허만석로 60-1,세종특별자치시,조치원읍,허만석로 60-1
롯데마트대덕테크노밸리,대전광역시 유성구 테크노 중앙로 14,대전광역시,유성구,테크노 중앙로 14
천안직산,충청남도 천안시 서북구 봉주로38,충청남도,천안시,서북구 봉주로38
청주산남,충청북도 청주시 흥덕구 산남로 70번길 3,충청북도,청주시,흥덕구 산남로 70번길 3
대전가오,대전광역시 동구 은어송로60 103호,대전광역시,동구,은어송로60 103호
대전전민,대전광역시 유성구 유성대로 1746-1,대전광역시,유성구,유성대로 1746-1
홈플러스천안신방,충청남도 천안시 동남구 신촌1길23,충청남도,천안시,동남구 신촌1길23
조치원,세종특별자치시 조치원읍 조치원로 27-1,세종특별자치시,조치원읍,조치원로 27-1
아산배방,충청남도 아산시 배방읍 공수리 149-8번지 장호빌딩1층,충청남도,아산시,배방읍 공수리 149-8번지 장호빌딩1층
오창,충청북도 청원군 오창읍 중심상업로 7,충청북도,청원군,오창읍 중심상업로 7
대산,충청남도 서산시 대산읍 구진로 20,충청남도,서산시,대산읍 구진로 20
대전반석,대전광역시 유성구 반석로 9,대전광역시,유성구,반석로 9
롯데마트천안성정,충청남도 천안시 서북구 성정두정로 1  1층 롯데리아,충청남도,천안시,서북구 성정두정로 1  1층 롯데리아
서천,충청남도 서천군 서천읍 서천로 30,충청남도,서천군,서천읍 서천로 30
음성,충청북도 음성군 음성읍 수정로 53,충청북도,음성군,음성읍 수정로 53
롯데마트서대전,대전광역시 유성구 유성대로 26-37롯데마트(서대전점) 2층 롯데리아,대전광역시,유성구,유성대로 26-37롯데마트(서대전점) 2층 롯데리아
NC청주,충청북도 청주시 흥덕구 2순환로 1233(가경동),충청북도,청주시,흥덕구 2순환로 1233(가경동)
제천청전,충청북도 제천시 청전동 청전대로169,충청북도,제천시,청전동 청전대로169
대전역사,대전광역시 동구 중앙로 215(정동),대전광역시,동구,중앙로 215(정동)
롯데마트충주,충청북도 충주시 봉계1길 49 롯데마트2층,충청북도,충주시,봉계1길 49 롯데마트2층
금강휴게소,충청북도 옥천군 동이면 금갈로 596,충청북도,옥천군,동이면 금갈로 596
천안두정,충청남도 천안시 서북구 봉정로 380 혜성빌딩,충청남도,천안시,서북구 봉정로 380 혜성빌딩
대천광장,충청남도 보령시 해수욕장2길 1(신흑동),충청남도,보령시,해수욕장2길 1(신흑동)
GS천안,충청남도 천안시 동남구 충절로 148번지 GS슈퍼內,충청남도,천안시,동남구 충절로 148번지 GS슈퍼內
대전비래,대전광역시 대덕구 비래동로 13,대전광역시,대덕구,비래동로 13
대전신성,대전광역시 유성구 신성남로 45(신성동),대전광역시,유성구,신성남로 45(신성동)
대전가장,대전광역시 서구 가장로106(롯데리아),대전광역시,서구,가장로106(롯데리아)
금왕,충청북도 음성군 금왕읍 무극로 250,충청북도,음성군,금왕읍 무극로 250
대전중촌,대전광역시 중구 목중로 22 1층 롯데리,대전광역시,중구,목중로 22 1층 롯데리
천안쌍용,충청남도 천안시 동남구 쌍용대로 84,충청남도,천안시,동남구 쌍용대로 84
청주하복대,충청북도 청주시 흥덕구 진재로 56,충청북도,청주시,흥덕구 진재로 56
청주대학,충청북도 청주시 상당구 상당로 255,충청북도,청주시,상당구 상당로 255
대전송촌,대전광역시 대덕구 동춘당로 94번길 11-7,대전광역시,대덕구,동춘당로 94번길 11-7
공주신관,충청남도 공주시 흑수골길 34,충청남도,공주시,흑수골길 34
청주사천,충청북도 청주시 상당구 사뜸로 49,충청북도,청주시,상당구 사뜸로 49
대전송강,대전광역시 유성구 구즉로 71,대전광역시,유성구,구즉로 71
충주칠금,충청북도 충주시 칠금12길 5,충청북도,충주시,칠금12길 5
진천,충청북도 진천군 진천읍 중앙동로 56,충청북도,진천군,진천읍 중앙동로 56
대전노은,대전광역시 유성구 은구비로42,대전광역시,유성구,은구비로42
성환,충청남도 천안시 서북구성환읍 성환2로 372-1,충청남도,천안시,서북구성환읍 성환2로 372-1
청주분평,충청북도 청주시 흥덕구 월평로 4,충청북도,청주시,흥덕구 월평로 4
청주사창,충청북도 청주시 흥덕구 내수동로116(사창동),충청북도,청주시,흥덕구 내수동로116(사창동)
태안,충청남도 태안군 태안읍 동백로 291-4,충청남도,태안군,태안읍 동백로 291-4
대전갈마,대전광역시 서구 갈마로64,대전광역시,서구,갈마로64
계룡,충청남도 계룡시 엄사면 엄사리 번영로 36번지,충청남도,계룡시,엄사면 엄사리 번영로 36번지
청주율량,충청북도 청주시 청원구 율봉로 197 102.103호(율량동875-6),충청북도,청주시,청원구 율봉로 197 102.103호(율량동875-6)
신부여,충청남도 부여군 부여읍 사비로 86,충청남도,부여군,부여읍 사비로 86
서산터미날,충청남도 서산시 안견로 190,충청남도,서산시,안견로 190
옥천,충청북도 옥천군 옥천읍 중앙로 45,충청북도,옥천군,옥천읍 중앙로 45
청주개신,충청북도 청주시 흥덕구 경신로 31-1,충청북도,청주시,흥덕구 경신로 31-1
천안백석,충청남도 천안시 서북구 백석4길 4,충청남도,천안시,서북구 백석4길 4
청주용암,충청북도 청주시 상당구 월평로 172,충청북도,청주시,상당구 월평로 172
금산,충청남도 금산군 금산읍 인삼로 71(앤이씨티 101호),충청남도,금산군,금산읍 인삼로 71(앤이씨티 101호)
충북영동,충청북도 영동군 영동읍 중앙로 22-1,충청북도,영동군,영동읍 중앙로 22-1
신탄진,대전광역시 대덕구 신탄진로818-1,대전광역시,대덕구,신탄진로818-1
증평,충청북도 증평군 증평읍 중앙로 215-1,충청북도,증평군,증평읍 중앙로 215-1
대전타임월드,대전광역시 서구 둔지로 17(둔산동),대전광역시,서구,둔지로 17(둔산동)
홍성,충청남도 홍성군 홍성읍 아문길29번길82,충청남도,홍성군,홍성읍 아문길29번길82
대전도마,대전광역시 서구 계백로 1435,대전광역시,서구,계백로 1435
대전중동,대전광역시 동구 중앙로 189-1(중동),대전광역시,동구,중앙로 189-1(중동)
예산,충청남도 예산군 예산읍 예산로194번길 13-2,충청남도,예산군,예산읍 예산로194번길 13-2
