지점명,주소,주소1,주소2,주소3
상주,경상북도 상주시 중앙로 185,경상북도,상주시,중앙로 185
대구만촌,대구광역시 수성구 청호로 498,대구광역시,수성구,청호로 498
부산용호,부산광역시 남구 용호로 136-1,부산광역시,남구,용호로 136-1
양산,경상남도 양산시 삼일로 91,경상남도,양산시,삼일로 91
대천,충청남도 보령시 번영로 41(대천동),충청남도,보령시,번영로 41(대천동)
동대구,대구광역시 동구 동부로 30길 7(신세계백화점 맞은편),대구광역시,동구,동부로 30길 7(신세계백화점 맞은편)
금촌,경기도 파주시 문화로 105,경기도,파주시,문화로 105
여수중앙,전라남도 여수시 통제영3길12,전라남도,여수시,통제영3길12
공주,충청남도 공주시 웅진로 150,충청남도,공주시,웅진로 150
대구신암,대구광역시 동구 신암로 102-1,대구광역시,동구,신암로 102-1
군산,전라북도 군산시 대학로 52,전라북도,군산시,대학로 52
안산선부,경기도 안산시 단원구 달미로 63,경기도,안산시,단원구 달미로 63
대구감삼,대구광역시 서구 달구벌대로 1669,대구광역시,서구,달구벌대로 1669
대구상인,대구광역시 달서구 상인서로 107,대구광역시,달서구,상인서로 107
안산상록수,경기도 안산시 상록구 상록수로40,경기도,안산시,상록구 상록수로40
둔산선사,대전광역시 서구 청사서로 42 효성프라자 1층,대전광역시,서구,청사서로 42 효성프라자 1층
부천송내,경기도 부천시 원미구 부일로 202-13,경기도,부천시,원미구 부일로 202-13
마산창동,경상남도 창원시 마산합포구 창동거리길 28-1,경상남도,창원시,마산합포구 창동거리길 28-1
속초,강원도 속초시 금호동 중앙로 128,강원도,속초시,금호동 중앙로 128
부산진역,부산광역시 동구 중앙대로 377,부산광역시,동구,중앙대로 377
성대시장,서울특별시 동작구 동작구 상도3동 324-1 (지하철7호선 신대방삼거리역 1번출구),서울특별시,동작구,동작구 상도3동 324-1 (지하철7호선 신대방삼거리역 1번출구)
서귀포,제주특별자치도 서귀포시 중정로61번길 9(서귀포),제주특별자치도,서귀포시,중정로61번길 9(서귀포)
경산,경상북도 경산시 중앙로 83,경상북도,경산시,중앙로 83
응암,서울특별시 은평구 은평로 136,서울특별시,은평구,은평로 136
석계,서울특별시 노원구 화랑로 325,서울특별시,노원구,화랑로 325
온양,충청남도 아산시 온궁로 32,충청남도,아산시,온궁로 32
성남신흥,경기도 성남시 수정구 산성대로 241번길 239,경기도,성남시,수정구 산성대로 241번길 239
부산연산,부산광역시 연제구 반송로8,부산광역시,연제구,반송로8
인천계산,인천광역시 계양구 경명대로 1049(계산동),인천광역시,계양구,경명대로 1049(계산동)
순천,전라남도 순천시 중앙 6길 14,전라남도,순천시,중앙 6길 14
수원매탄,경기도 수원시 영통구 중부대로 248,경기도,수원시,영통구 중부대로 248
구로디지털역,서울특별시 관악구 시흥대로 578,서울특별시,관악구,시흥대로 578
대전동부,대전광역시 동구 동서대로1695번길 30,대전광역시,동구,동서대로1695번길 30
영주,경상북도 영주시 번영로 156,경상북도,영주시,번영로 156
대전버드내,대전광역시 중구 태평로 30,대전광역시,중구,태평로 30
구미,경상북도 구미시 구미중앙로 100,경상북도,구미시,구미중앙로 100
부산양정,부산광역시 부산진구 양정1동 중앙대로 901-1,부산광역시,부산진구,양정1동 중앙대로 901-1
불광,서울특별시 은평구 통일로 741,서울특별시,은평구,통일로 741
광주금남로,광주광역시 동구 서석로51,광주광역시,동구,서석로51
충주,충청북도 충주시 예성로151,충청북도,충주시,예성로151
제천,충청북도 제천시 풍양로13길 5,충청북도,제천시,풍양로13길 5
원당,경기도 고양시 덕양구 마상로 154번길 68 (성사동),경기도,고양시,덕양구 마상로 154번길 68 (성사동)
춘천명동,강원도 춘천시 조양동 125,강원도,춘천시,조양동 125
길동,서울특별시 강동구 천호대로 1124,서울특별시,강동구,천호대로 1124
포항,경상북도 포항시 북구 중앙로 282,경상북도,포항시,북구 중앙로 282
마들역,서울특별시 노원구 동일로 1528,서울특별시,노원구,동일로 1528
언더랜드,서울특별시 송파구 올림픽로 240,서울특별시,송파구,올림픽로 240
서울랜드점,경기도 과천시 막계동 광명로 181(서울랜드),경기도,과천시,막계동 광명로 181(서울랜드)
소공2호,서울특별시 중구 남대문로 81,서울특별시,중구,남대문로 81
동서울터미널,서울특별시 광진구 구의3동546-1,서울특별시,광진구,구의3동546-1
봉천,서울특별시 관악구 관악로212,서울특별시,관악구,관악로212
강릉,강원도 강릉시 경강로 2106,강원도,강릉시,경강로 2106
원주일산,강원도 원주시 천사로 213,강원도,원주시,천사로 213
성남,경기도 성남시 수정구 수정로 181,경기도,성남시,수정구 수정로 181
대전중앙,대전광역시 중구 선화동 3-3번지,대전광역시,중구,선화동 3-3번지
홈서비스과천,경기도 과천시 별양동 19-4,경기도,과천시,별양동 19-4
홈서비스부암(부산역),부산광역시 부산진구 부암동 722-3번지,부산광역시,부산진구,부암동 722-3번지
